student_id,resource_id,actual_relevance,predicted_relevance,is_relevant
ST1014,R008,0.2822,0.3498,0
ST1014,R009,0.2921,0.3348,0
ST1014,R010,0.5021,0.4968,1
ST1014,R011,0.4715,0.486,0
ST1014,R012,0.3347,0.3432,0
ST1014,R013,0.3401,0.3413,0
ST1014,R014,0.3766,0.3651,0
ST1014,R015,0.3286,0.3651,0
ST1014,R016,0.7593,0.7271,1
ST1014,R017,0.8977,0.8596,1
ST1014,R018,0.3798,0.369,0
ST1014,R019,0.3694,0.3519,0
ST1014,R020,0.3743,0.3666,0
ST1014,R021,0.446,0.366,0
ST1014,R022,0.3268,0.3307,0
ST1014,R023,0.3386,0.3544,0
ST1014,R024,0.3264,0.3594,0
ST1014,R025,0.2754,0.3183,0
ST1014,R026,0.275,0.3311,0
ST1014,R027,0.3448,0.3811,0
ST1014,R028,0.3273,0.335,0
ST1014,R029,0.362,0.3551,0
ST1014,R030,0.4081,0.4149,0
ST1014,R031,0.3568,0.3938,0
ST1014,R032,0.4656,0.4223,0
ST1014,R033,0.4405,0.4146,0
ST1014,R034,0.3335,0.3438,0
ST1014,R035,0.4028,0.4307,0
ST1014,R036,0.3446,0.3265,0
ST1014,R037,0.425,0.4209,0
ST1014,R038,0.338,0.3886,0
ST1014,R039,0.4091,0.4069,0
ST1014,R040,0.4013,0.3949,0
ST1014,R041,0.3774,0.4057,0
ST1017,R001,0.2487,0.2849,0
ST1017,R002,0.4045,0.3951,0
ST1017,R003,0.47,0.4182,0
ST1017,R004,0.848,0.8691,1
ST1017,R005,0.7444,0.8091,1
ST1017,R006,0.7457,0.7589,1
ST1017,R007,0.7787,0.8208,1
ST1017,R008,0.248,0.2585,0
ST1017,R009,0.44,0.4451,0
ST1017,R010,0.3104,0.3779,0
ST1017,R011,0.4991,0.5636,0
ST1017,R012,0.455,0.4375,0
ST1017,R013,0.3997,0.4207,0
ST1017,R014,0.3304,0.4263,0
ST1017,R015,0.4729,0.4441,0
ST1017,R016,0.4504,0.436,0
ST1017,R017,0.4167,0.446,0
ST1017,R018,0.5814,0.6356,0
ST1017,R019,0.6451,0.6109,0
ST1017,R020,0.6492,0.6342,1
ST1017,R021,0.7901,0.6901,1
ST1017,R022,0.2426,0.2146,0
ST1017,R023,0.4869,0.4677,0
ST1017,R024,0.4458,0.4521,0
ST1017,R025,0.4455,0.4167,0
ST1017,R026,0.4462,0.4196,0
ST1017,R027,0.3352,0.2789,0
ST1017,R028,0.2059,0.2252,0
ST1017,R029,0.4324,0.4461,0
ST1017,R030,0.4914,0.5065,0
ST1017,R031,0.3947,0.3601,0
ST1017,R032,0.4432,0.3902,0
ST1017,R033,0.403,0.4231,0
ST1017,R034,0.416,0.4297,0
ST1017,R035,0.4137,0.4139,0
ST1017,R036,0.4793,0.4979,0
ST1017,R037,0.4601,0.4022,0
ST1017,R038,0.2887,0.3808,0
ST1017,R039,0.348,0.3797,0
ST1017,R040,0.4247,0.457,0
ST1017,R041,0.4218,0.4943,0
ST1018,R001,0.2628,0.2988,0
ST1018,R002,0.3777,0.4065,0
ST1018,R003,0.414,0.4205,0
ST1018,R004,0.5022,0.4629,0
ST1018,R005,0.5706,0.5804,0
ST1018,R006,0.4171,0.4595,0
ST1018,R007,0.6078,0.6069,0
ST1018,R008,0.4847,0.4499,0
ST1018,R009,0.3837,0.4295,0
ST1018,R010,0.4314,0.4728,0
ST1018,R011,0.6393,0.6166,0
ST1018,R012,0.9361,0.9488,1
ST1018,R013,0.7128,0.697,1
ST1018,R014,0.7376,0.7349,1
ST1018,R015,0.7761,0.7535,1
ST1018,R016,0.6952,0.737,1
ST1018,R017,0.9051,0.8903,1
ST1018,R018,0.4317,0.4428,0
ST1018,R019,0.3857,0.4356,0
ST1018,R020,0.3842,0.4455,0
ST1018,R021,0.6107,0.5769,0
ST1018,R022,0.3911,0.4075,0
ST1018,R023,0.2018,0.2394,0
ST1018,R024,0.4624,0.4676,0
ST1018,R025,0.4526,0.4035,0
ST1018,R026,0.3379,0.4409,0
ST1018,R027,0.4017,0.4464,0
ST1018,R028,0.3994,0.4379,0
ST1018,R029,0.2716,0.2169,0
ST1018,R030,0.5499,0.5548,0
ST1018,R031,0.3712,0.3461,0
ST1018,R032,0.3475,0.3941,0
ST1018,R033,0.3789,0.4185,0
ST1018,R034,0.4273,0.4159,0
ST1018,R035,0.4566,0.44,0
ST1018,R036,0.431,0.4136,0
ST1018,R037,0.4253,0.4134,0
ST1018,R038,0.3927,0.3827,0
ST1018,R039,0.3957,0.385,0
ST1018,R040,0.5663,0.5125,0
ST1018,R041,0.5536,0.51,0
ST1032,R001,0.3388,0.2763,0
ST1032,R002,0.3426,0.357,0
ST1032,R003,0.4203,0.3992,0
ST1032,R004,0.4327,0.4538,0
ST1032,R005,0.5412,0.539,0
ST1032,R006,0.4571,0.4784,0
ST1032,R007,0.6265,0.5722,1
ST1032,R008,0.8871,0.8738,1
ST1032,R009,0.6561,0.6616,1
ST1032,R010,0.8805,0.8275,1
ST1032,R011,0.7372,0.8236,1
ST1032,R012,0.3329,0.4183,0
ST1032,R013,0.4557,0.4317,0
ST1032,R014,0.404,0.4072,0
ST1032,R015,0.4193,0.4141,0
ST1032,R016,0.4055,0.4634,0
ST1032,R017,0.322,0.3168,0
ST1032,R018,0.5594,0.479,1
ST1032,R019,0.4701,0.4372,0
ST1032,R020,0.477,0.4747,0
ST1032,R021,0.5237,0.5494,0
ST1032,R022,0.3918,0.4138,0
ST1032,R023,0.3578,0.4445,0
ST1032,R024,0.4482,0.437,0
ST1032,R025,0.441,0.4125,0
ST1032,R026,0.3405,0.4077,0
ST1032,R027,0.465,0.4715,0
ST1032,R028,0.3595,0.4119,0
ST1032,R029,0.3998,0.4399,0
ST1032,R030,0.4955,0.5024,0
ST1032,R031,0.3137,0.39,0
ST1032,R032,0.405,0.3844,0
ST1032,R033,0.4361,0.4062,0
ST1032,R034,0.4117,0.427,0
ST1032,R035,0.2974,0.3956,0
ST1032,R036,0.3679,0.4108,0
ST1032,R037,0.408,0.3685,0
ST1032,R038,0.2354,0.3598,0
ST1032,R039,0.3445,0.3668,0
ST1032,R040,0.3884,0.4366,0
ST1032,R041,0.4715,0.4434,0
ST1038,R001,0.3785,0.3271,0
ST1038,R002,0.3176,0.3278,0
ST1038,R003,0.3307,0.4058,0
ST1038,R004,0.3828,0.4369,0
ST1038,R005,0.3671,0.4744,0
ST1038,R006,0.4585,0.4705,0
ST1038,R007,0.6283,0.6282,1
ST1038,R008,0.3964,0.4201,0
ST1038,R009,0.3711,0.3297,0
ST1038,R010,0.526,0.4707,1
ST1038,R011,0.6344,0.6332,1
ST1038,R012,0.3054,0.3972,0
ST1038,R013,0.3231,0.3031,0
ST1038,R014,0.345,0.325,0
ST1038,R015,0.3421,0.3283,0
ST1038,R016,0.9708,0.9333,1
ST1038,R017,0.8571,0.9176,1
ST1038,R018,0.468,0.3936,0
ST1038,R019,0.2883,0.3317,0
ST1038,R020,0.4306,0.4027,0
ST1038,R021,0.4763,0.5425,0
ST1038,R022,0.2363,0.2749,0
ST1038,R023,0.4602,0.4082,0
ST1038,R024,0.3316,0.3393,0
ST1038,R025,0.2492,0.235,0
ST1038,R026,0.2312,0.236,0
ST1038,R027,0.3828,0.3967,0
ST1038,R028,0.4518,0.4012,0
ST1038,R029,0.3816,0.3963,0
ST1038,R030,0.5113,0.5848,0
ST1038,R031,0.2153,0.2611,0
ST1038,R032,0.3243,0.3026,0
ST1038,R033,0.4418,0.4262,0
ST1038,R034,0.2612,0.3304,0
ST1038,R035,0.5502,0.5739,1
ST1038,R036,0.2521,0.2792,0
ST1038,R037,0.4393,0.4521,0
ST1038,R038,0.2483,0.3048,0
ST1038,R039,0.2812,0.2978,0
ST1038,R040,0.4454,0.469,0
ST1038,R041,0.4686,0.432,0
ST1048,R001,0.2971,0.3441,0
ST1048,R002,0.494,0.4571,0
ST1048,R003,0.6785,0.6457,1
ST1048,R004,0.2883,0.3628,0
ST1048,R005,0.4397,0.4602,0
ST1048,R006,0.4185,0.4494,0
ST1048,R007,0.4647,0.4239,0
ST1048,R008,0.3924,0.4535,0
ST1048,R009,0.5119,0.4524,1
ST1048,R010,0.4308,0.4334,0
ST1048,R011,0.3522,0.4155,0
ST1048,R012,0.2388,0.2675,0
ST1048,R013,0.4993,0.5328,0
ST1048,R014,0.4789,0.5273,0
ST1048,R015,0.53,0.5249,1
ST1048,R016,0.4463,0.4949,0
ST1048,R017,0.3785,0.4551,0
ST1048,R018,0.4507,0.4663,0
ST1048,R019,0.4108,0.4804,0
ST1048,R020,0.4548,0.4858,0
ST1048,R021,0.4412,0.4852,0
ST1048,R022,0.3783,0.4185,0
ST1048,R023,0.5236,0.4496,1
ST1048,R024,0.5054,0.5003,1
ST1048,R025,0.4611,0.4482,0
ST1048,R026,0.3884,0.4592,0
ST1048,R027,0.4597,0.4782,0
ST1048,R028,0.462,0.4562,0
ST1048,R029,0.4559,0.4944,0
ST1048,R030,0.4575,0.4328,0
ST1048,R031,0.3706,0.4231,0
ST1048,R032,0.4181,0.4242,0
ST1048,R033,0.4363,0.4591,0
ST1048,R034,0.51,0.5089,1
ST1048,R035,0.3331,0.3726,0
ST1048,R036,0.3976,0.412,0
ST1048,R037,0.294,0.3104,0
ST1048,R038,0.3998,0.4279,0
ST1048,R039,0.4531,0.4333,0
ST1048,R040,0.4156,0.4119,0
ST1048,R041,0.3953,0.4112,0
ST1057,R001,0.4042,0.2942,0
ST1057,R002,0.411,0.4374,0
ST1057,R003,0.8566,0.8833,1
ST1057,R004,0.8176,0.8452,1
ST1057,R005,0.9665,0.9604,1
ST1057,R006,0.7796,0.8314,1
ST1057,R007,0.861,0.9705,1
ST1057,R008,0.2006,0.2185,0
ST1057,R009,0.4541,0.4572,0
ST1057,R010,0.349,0.3748,0
ST1057,R011,0.705,0.6292,0
ST1057,R012,0.2199,0.2216,0
ST1057,R013,0.4814,0.4321,0
ST1057,R014,0.4562,0.4454,0
ST1057,R015,0.4866,0.4497,0
ST1057,R016,0.453,0.4371,0
ST1057,R017,0.4762,0.4354,0
ST1057,R018,0.6807,0.6846,0
ST1057,R019,0.7326,0.713,0
ST1057,R020,0.7058,0.692,0
ST1057,R021,0.8292,0.8275,1
ST1057,R022,0.1986,0.1812,0
ST1057,R023,0.5262,0.437,0
ST1057,R024,0.4489,0.4612,0
ST1057,R025,0.4247,0.4101,0
ST1057,R026,0.4675,0.418,0
ST1057,R027,0.3006,0.263,0
ST1057,R028,0.2114,0.2121,0
ST1057,R029,0.3455,0.4394,0
ST1057,R030,0.5935,0.5685,0
ST1057,R031,0.2413,0.342,0
ST1057,R032,0.4334,0.3767,0
ST1057,R033,0.422,0.4136,0
ST1057,R034,0.4875,0.4523,0
ST1057,R035,0.4473,0.483,0
ST1057,R036,0.4763,0.5498,0
ST1057,R037,0.5742,0.5572,0
ST1057,R038,0.3893,0.3836,0
ST1057,R039,0.3741,0.3861,0
ST1057,R040,0.56,0.5414,0
ST1057,R041,0.7771,0.6073,0
ST1071,R001,0.6399,0.6869,1
ST1071,R002,0.5756,0.6011,1
ST1071,R003,0.232,0.2757,0
ST1071,R004,0.2859,0.3632,0
ST1071,R005,0.38,0.3655,0
ST1071,R006,0.3835,0.4677,0
ST1071,R007,0.3916,0.4414,0
ST1071,R008,0.3563,0.3821,0
ST1071,R009,0.3116,0.3406,0
ST1071,R010,0.4725,0.4536,0
ST1071,R011,0.455,0.4395,0
ST1071,R012,0.4133,0.3835,0
ST1071,R013,0.428,0.4006,0
ST1071,R014,0.4046,0.3608,0
ST1071,R015,0.3571,0.3609,0
ST1071,R016,0.4082,0.3944,0
ST1071,R017,0.5014,0.4755,1
ST1071,R018,0.4034,0.3925,0
ST1071,R019,0.3626,0.3825,0
ST1071,R020,0.3787,0.3935,0
ST1071,R021,0.3649,0.3944,0
ST1071,R022,0.3607,0.3469,0
ST1071,R023,0.3574,0.3749,0
ST1071,R024,0.3408,0.366,0
ST1071,R025,0.3124,0.3363,0
ST1071,R026,0.2854,0.3339,0
ST1071,R027,0.4302,0.3761,0
ST1071,R028,0.3604,0.3731,0
ST1071,R029,0.3553,0.39,0
ST1071,R030,0.4668,0.4291,0
ST1071,R031,0.4241,0.4433,0
ST1071,R032,0.3985,0.4523,0
ST1071,R033,0.4945,0.4543,0
ST1071,R034,0.3551,0.3744,0
ST1071,R035,0.4764,0.4834,0
ST1071,R036,0.3484,0.3506,0
ST1071,R037,0.4724,0.4268,0
ST1071,R038,0.4047,0.401,0
ST1071,R039,0.3764,0.4254,0
ST1071,R040,0.42,0.3988,0
ST1071,R041,0.4033,0.4206,0
ST1073,R001,0.3235,0.3286,0
ST1073,R002,0.3114,0.4141,0
ST1073,R003,0.3518,0.4356,0
ST1073,R004,0.4287,0.4665,0
ST1073,R005,0.4041,0.3817,0
ST1073,R006,0.5195,0.515,0
ST1073,R007,0.5194,0.5166,0
ST1073,R008,0.5383,0.4624,0
ST1073,R009,0.3585,0.4178,0
ST1073,R010,0.5017,0.5013,0
ST1073,R011,0.5142,0.5048,0
ST1073,R012,0.4206,0.4516,0
ST1073,R013,0.4681,0.4612,0
ST1073,R014,0.3722,0.4337,0
ST1073,R015,0.487,0.43,0
ST1073,R016,0.4451,0.4745,0
ST1073,R017,0.5875,0.5035,0
ST1073,R018,0.4771,0.4827,0
ST1073,R019,0.4132,0.3779,0
ST1073,R020,0.4863,0.4864,0
ST1073,R021,0.5022,0.5051,0
ST1073,R022,0.389,0.4136,0
ST1073,R023,0.4492,0.4441,0
ST1073,R024,0.4526,0.4378,0
ST1073,R025,0.3654,0.3969,0
ST1073,R026,0.3898,0.3938,0
ST1073,R027,0.4638,0.4774,0
ST1073,R028,0.5264,0.4366,0
ST1073,R029,0.8921,0.8996,1
ST1073,R030,0.7215,0.6606,1
ST1073,R031,0.2443,0.2459,0
ST1073,R032,0.4836,0.4698,0
ST1073,R033,0.6377,0.6814,1
ST1073,R034,0.6435,0.6517,1
ST1073,R035,0.6452,0.6291,1
ST1073,R036,0.4692,0.4108,0
ST1073,R037,0.4224,0.4075,0
ST1073,R038,0.6021,0.5401,1
ST1073,R039,0.5824,0.5538,0
ST1073,R040,0.5907,0.5074,0
ST1073,R041,0.4566,0.4535,0
ST1076,R001,0.5092,0.5469,1
ST1076,R002,0.5329,0.5311,1
ST1076,R003,0.204,0.2798,0
ST1076,R004,0.3082,0.3595,0
ST1076,R005,0.4153,0.3743,0
ST1076,R006,0.4713,0.4806,0
ST1076,R007,0.4086,0.4487,0
ST1076,R008,0.3744,0.3671,0
ST1076,R009,0.3184,0.3367,0
ST1076,R010,0.4561,0.4756,0
ST1076,R011,0.4758,0.4462,0
ST1076,R012,0.3348,0.3892,0
ST1076,R013,0.3561,0.3936,0
ST1076,R014,0.3984,0.3899,0
ST1076,R015,0.4244,0.3817,0
ST1076,R016,0.4406,0.3924,0
ST1076,R017,0.4476,0.4652,0
ST1076,R018,0.4096,0.3754,0
ST1076,R019,0.3268,0.3592,0
ST1076,R020,0.4552,0.3877,0
ST1076,R021,0.3393,0.3868,0
ST1076,R022,0.3783,0.3359,0
ST1076,R023,0.3294,0.3644,0
ST1076,R024,0.4428,0.3638,0
ST1076,R025,0.3479,0.3293,0
ST1076,R026,0.2909,0.331,0
ST1076,R027,0.3653,0.3644,0
ST1076,R028,0.3937,0.3686,0
ST1076,R029,0.4395,0.3988,0
ST1076,R030,0.4296,0.4393,0
ST1076,R031,0.4446,0.4384,0
ST1076,R032,0.4401,0.4087,0
ST1076,R033,0.4693,0.4645,0
ST1076,R034,0.3212,0.3722,0
ST1076,R035,0.4512,0.4735,0
ST1076,R036,0.3477,0.343,0
ST1076,R037,0.4663,0.4236,0
ST1076,R038,0.4726,0.4034,0
ST1076,R039,0.4516,0.4228,0
ST1076,R040,0.4096,0.4073,0
ST1076,R041,0.4388,0.4127,0
ST1081,R001,0.3751,0.2984,0
ST1081,R002,0.4017,0.3667,0
ST1081,R003,0.3577,0.3767,0
ST1081,R004,0.4655,0.4146,0
ST1081,R005,0.3177,0.3369,0
ST1081,R006,0.5078,0.4637,0
ST1081,R007,0.4278,0.4757,0
ST1081,R008,0.4862,0.445,0
ST1081,R009,0.4038,0.4244,0
ST1081,R010,0.4309,0.4679,0
ST1081,R011,0.4715,0.4743,0
ST1081,R012,0.4813,0.4694,0
ST1081,R013,0.4086,0.4302,0
ST1081,R014,0.4553,0.4336,0
ST1081,R015,0.4028,0.4297,0
ST1081,R016,0.4889,0.4643,0
ST1081,R017,0.5518,0.5317,0
ST1081,R018,0.433,0.4408,0
ST1081,R019,0.3309,0.3526,0
ST1081,R020,0.4546,0.4497,0
ST1081,R021,0.5092,0.4791,0
ST1081,R022,0.5162,0.433,0
ST1081,R023,0.4896,0.4543,0
ST1081,R024,0.4805,0.4363,0
ST1081,R025,0.5326,0.4019,0
ST1081,R026,0.4323,0.408,0
ST1081,R027,0.514,0.5034,0
ST1081,R028,0.4841,0.458,0
ST1081,R029,0.7519,0.8088,1
ST1081,R030,0.5767,0.5801,1
ST1081,R031,0.2458,0.2643,0
ST1081,R032,0.4907,0.4587,0
ST1081,R033,0.5699,0.5739,1
ST1081,R034,0.547,0.5399,0
ST1081,R035,0.584,0.5254,1
ST1081,R036,0.4656,0.4274,0
ST1081,R037,0.4603,0.4583,0
ST1081,R038,0.5437,0.5759,0
ST1081,R039,0.6144,0.5735,1
ST1081,R040,0.6216,0.5687,1
ST1081,R041,0.4335,0.486,0
ST1083,R001,0.3158,0.3071,0
ST1083,R002,0.3472,0.3844,0
ST1083,R003,0.3924,0.3761,0
ST1083,R004,0.6594,0.7087,1
ST1083,R005,0.5334,0.5508,1
ST1083,R006,0.6848,0.6956,1
ST1083,R007,0.6845,0.6725,1
ST1083,R008,0.2283,0.229,0
ST1083,R009,0.4006,0.4194,0
ST1083,R010,0.3693,0.4101,0
ST1083,R011,0.4522,0.5118,0
ST1083,R012,0.4443,0.4666,0
ST1083,R013,0.4265,0.4202,0
ST1083,R014,0.4383,0.4623,0
ST1083,R015,0.4849,0.4607,0
ST1083,R016,0.4461,0.4577,0
ST1083,R017,0.5168,0.5272,0
ST1083,R018,0.5014,0.5353,0
ST1083,R019,0.4338,0.4429,0
ST1083,R020,0.5416,0.5424,1
ST1083,R021,0.6143,0.5388,1
ST1083,R022,0.1766,0.2081,0
ST1083,R023,0.4525,0.4557,0
ST1083,R024,0.4542,0.4339,0
ST1083,R025,0.3902,0.3918,0
ST1083,R026,0.3857,0.4098,0
ST1083,R027,0.267,0.3238,0
ST1083,R028,0.2172,0.2264,0
ST1083,R029,0.4137,0.4572,0
ST1083,R030,0.4008,0.4708,0
ST1083,R031,0.4047,0.4388,0
ST1083,R032,0.3879,0.428,0
ST1083,R033,0.4941,0.4698,0
ST1083,R034,0.4537,0.4344,0
ST1083,R035,0.4092,0.445,0
ST1083,R036,0.375,0.4044,0
ST1083,R037,0.2985,0.4386,0
ST1083,R038,0.417,0.4354,0
ST1083,R039,0.4615,0.4419,0
ST1083,R040,0.4692,0.4377,0
ST1083,R041,0.3798,0.4247,0
ST1085,R001,0.3698,0.3242,0
ST1085,R002,0.3076,0.3187,0
ST1085,R003,0.3647,0.3821,0
ST1085,R004,0.4607,0.4185,0
ST1085,R005,0.3516,0.3714,0
ST1085,R006,0.4854,0.4792,0
ST1085,R007,0.3945,0.4537,0
ST1085,R008,0.4599,0.4301,0
ST1085,R009,0.4145,0.334,0
ST1085,R010,0.5019,0.4681,0
ST1085,R011,0.5119,0.453,1
ST1085,R012,0.8407,0.8778,1
ST1085,R013,0.571,0.5581,1
ST1085,R014,0.5324,0.5588,1
ST1085,R015,0.5615,0.5582,1
ST1085,R016,0.2908,0.2459,0
ST1085,R017,0.4885,0.4802,0
ST1085,R018,0.4131,0.4679,0
ST1085,R019,0.33,0.3904,0
ST1085,R020,0.413,0.4633,0
ST1085,R021,0.4897,0.4681,0
ST1085,R022,0.5051,0.4207,0
ST1085,R023,0.2975,0.2343,0
ST1085,R024,0.3318,0.3982,0
ST1085,R025,0.432,0.3775,0
ST1085,R026,0.4232,0.3879,0
ST1085,R027,0.4113,0.4775,0
ST1085,R028,0.4125,0.4252,0
ST1085,R029,0.2675,0.219,0
ST1085,R030,0.4388,0.4212,0
ST1085,R031,0.3918,0.4439,0
ST1085,R032,0.5008,0.4753,0
ST1085,R033,0.3878,0.4686,0
ST1085,R034,0.3582,0.3663,0
ST1085,R035,0.5096,0.4683,1
ST1085,R036,0.4059,0.4023,0
ST1085,R037,0.3927,0.4184,0
ST1085,R038,0.4452,0.4107,0
ST1085,R039,0.4726,0.4347,0
ST1085,R040,0.4473,0.3949,0
ST1085,R041,0.4669,0.4323,0
ST1089,R001,0.3348,0.3008,0
ST1089,R002,0.4262,0.424,0
ST1089,R003,0.4156,0.394,0
ST1089,R004,0.4219,0.4514,0
ST1089,R005,0.6375,0.6318,0
ST1089,R006,0.4626,0.4828,0
ST1089,R007,0.5765,0.6321,0
ST1089,R008,0.9259,0.8865,1
ST1089,R009,0.7437,0.7076,1
ST1089,R010,0.8859,0.911,1
ST1089,R011,1.0,0.9715,1
ST1089,R012,0.9094,0.8975,1
ST1089,R013,0.7039,0.693,0
ST1089,R014,0.7192,0.7406,1
ST1089,R015,0.7186,0.7638,0
ST1089,R016,0.2795,0.232,0
ST1089,R017,0.2486,0.254,0
ST1089,R018,0.5133,0.4333,0
ST1089,R019,0.4685,0.4718,0
ST1089,R020,0.3968,0.4341,0
ST1089,R021,0.6408,0.5826,0
ST1089,R022,0.416,0.3866,0
ST1089,R023,0.257,0.228,0
ST1089,R024,0.5308,0.4747,0
ST1089,R025,0.4046,0.4228,0
ST1089,R026,0.4444,0.4419,0
ST1089,R027,0.4233,0.4262,0
ST1089,R028,0.3657,0.4205,0
ST1089,R029,0.1809,0.1923,0
ST1089,R030,0.6051,0.5476,0
ST1089,R031,0.3499,0.3482,0
ST1089,R032,0.3197,0.3749,0
ST1089,R033,0.3477,0.4103,0
ST1089,R034,0.4939,0.4293,0
ST1089,R035,0.4684,0.4748,0
ST1089,R036,0.3844,0.4159,0
ST1089,R037,0.4449,0.4309,0
ST1089,R038,0.2922,0.3561,0
ST1089,R039,0.4166,0.3623,0
ST1089,R040,0.5145,0.523,0
ST1089,R041,0.5885,0.5238,0
ST1091,R001,0.3267,0.2922,0
ST1091,R002,0.4175,0.4159,0
ST1091,R003,0.3044,0.3857,0
ST1091,R004,0.392,0.4469,0
ST1091,R005,0.6988,0.6277,0
ST1091,R006,0.4425,0.475,0
ST1091,R007,0.6032,0.6183,0
